CAT,PRICE,value,date
Χοιρίδια εγχώρια,ΕΠΙΚΡΑΤΟΥΣΑ,8,2019-12-20
Αρνιά,ΚΑΤΩΤΕΡΗ,6.8,2019-12-23
Αρνιά,ΑΝΩΤΕΡΗ,7.2,2019-12-23
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,7,2019-12-23
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,6,2019-12-23
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,6.5,2019-12-23
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,6.4,2019-12-23
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.8,2019-12-23
Κατσίκια,ΑΝΩΤΕΡΗ,8,2019-12-23
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.9,2019-12-23
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,2.5,2019-12-23
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,3.8,2019-12-23
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2019-12-23
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.9,2019-12-23
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2019-12-23
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.95,2019-12-23
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.2,2019-12-23
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.5,2019-12-23
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.4,2019-12-23
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.8,2019-12-23
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2019-12-23
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.9,2019-12-23
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.2,2019-12-23
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.4,2019-12-23
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.3,2019-12-23
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,5.3,2019-12-23
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2019-12-23
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2019-12-23
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,5.2,2019-12-23
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2019-12-23
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2019-12-23
Γαλοπούλες εγχώριες,ΚΑΤΩΤΕΡΗ,5.8,2019-12-23
Γαλοπούλες εγχώριες,ΑΝΩΤΕΡΗ,6.2,2019-12-23
Γαλοπούλες εγχώριες,ΕΠΙΚΡΑΤΟΥΣΑ,6,2019-12-23
Γαλοπούλες εξωτερικού,ΚΑΤΩΤΕΡΗ,4,2019-12-23
Γαλοπούλες εξωτερικού,ΑΝΩΤΕΡΗ,4.3,2019-12-23
Γαλοπούλες εξωτερικού,ΕΠΙΚΡΑΤΟΥΣΑ,4,2019-12-23
Χοιρίδια εγχώρια,ΚΑΤΩΤΕΡΗ,8,2019-12-23
Χοιρίδια εγχώρια,ΑΝΩΤΕΡΗ,9.5,2019-12-23
Χοιρίδια εγχώρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.5,2019-12-23
Αρνιά,ΚΑΤΩΤΕΡΗ,6.8,2019-12-24
Αρνιά,ΑΝΩΤΕΡΗ,7.2,2019-12-24
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,7,2019-12-24
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,6,2019-12-24
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,6.5,2019-12-24
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,6.4,2019-12-24
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.8,2019-12-24
Κατσίκια,ΑΝΩΤΕΡΗ,8.2,2019-12-24
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8,2019-12-24
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,2.5,2019-12-24
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,3.8,2019-12-24
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2019-12-24
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.9,2019-12-24
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2019-12-24
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.95,2019-12-24
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.2,2019-12-24
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.5,2019-12-24
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.4,2019-12-24
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.8,2019-12-24
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2019-12-24
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.9,2019-12-24
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.2,2019-12-24
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.4,2019-12-24
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.3,2019-12-24
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,5.3,2019-12-24
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2019-12-24
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2019-12-24
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,5.2,2019-12-24
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2019-12-24
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2019-12-24
Γαλοπούλες εγχώριες,ΚΑΤΩΤΕΡΗ,5.8,2019-12-24
Γαλοπούλες εγχώριες,ΑΝΩΤΕΡΗ,6.2,2019-12-24
Γαλοπούλες εγχώριες,ΕΠΙΚΡΑΤΟΥΣΑ,6,2019-12-24
Γαλοπούλες εξωτερικού,ΚΑΤΩΤΕΡΗ,4,2019-12-24
Γαλοπούλες εξωτερικού,ΑΝΩΤΕΡΗ,4.3,2019-12-24
Γαλοπούλες εξωτερικού,ΕΠΙΚΡΑΤΟΥΣΑ,4,2019-12-24
Χοιρίδια εγχώρια,ΚΑΤΩΤΕΡΗ,8,2019-12-24
Χοιρίδια εγχώρια,ΑΝΩΤΕΡΗ,9.5,2019-12-24
Χοιρίδια εγχώρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.5,2019-12-24
Αρνιά,ΚΑΤΩΤΕΡΗ,6.8,2019-12-27
Αρνιά,ΑΝΩΤΕΡΗ,7.2,2019-12-27
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,7,2019-12-27
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,6,2019-12-27
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,6.5,2019-12-27
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,6.4,2019-12-27
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.5,2019-12-27
Κατσίκια,ΑΝΩΤΕΡΗ,7.8,2019-12-27
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.6,2019-12-27
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.6,2019-12-27
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,3.7,2019-12-27
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2019-12-27
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.9,2019-12-27
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2019-12-27
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.95,2019-12-27
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.2,2019-12-27
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.5,2019-12-27
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.4,2019-12-27
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.8,2019-12-27
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2019-12-27
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.9,2019-12-27
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.2,2019-12-27
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.4,2019-12-27
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.3,2019-12-27
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,5.3,2019-12-27
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2019-12-27
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2019-12-27
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,5.2,2019-12-27
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2019-12-27
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2019-12-27
Γαλοπούλες εγχώριες,ΚΑΤΩΤΕΡΗ,5.8,2019-12-27
Γαλοπούλες εγχώριες,ΑΝΩΤΕΡΗ,6,2019-12-27
Γαλοπούλες εγχώριες,ΕΠΙΚΡΑΤΟΥΣΑ,5.9,2019-12-27
Γαλοπούλες εξωτερικού,ΚΑΤΩΤΕΡΗ,4,2019-12-27
Γαλοπούλες εξωτερικού,ΑΝΩΤΕΡΗ,4.3,2019-12-27
Γαλοπούλες εξωτερικού,ΕΠΙΚΡΑΤΟΥΣΑ,4,2019-12-27
Χοιρίδια εγχώρια,ΚΑΤΩΤΕΡΗ,7.5,2019-12-27
Χοιρίδια εγχώρια,ΑΝΩΤΕΡΗ,8,2019-12-27
Χοιρίδια εγχώρια,ΕΠΙΚΡΑΤΟΥΣΑ,7.8,2019-12-27
Αρνιά,ΚΑΤΩΤΕΡΗ,6.8,2019-12-30
Αρνιά,ΑΝΩΤΕΡΗ,7.2,2019-12-30
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,7,2019-12-30
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,6,2019-12-30
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,6.5,2019-12-30
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,6.4,2019-12-30
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.5,2019-12-30
Κατσίκια,ΑΝΩΤΕΡΗ,7.8,2019-12-30
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.6,2019-12-30
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.6,2019-12-30
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,3.7,2019-12-30
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2019-12-30
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.9,2019-12-30
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2019-12-30
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.95,2019-12-30
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.2,2019-12-30
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.5,2019-12-30
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.4,2019-12-30
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.8,2019-12-30
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2019-12-30
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.9,2019-12-30
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.2,2019-12-30
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.4,2019-12-30
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.3,2019-12-30
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,5.3,2019-12-30
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2019-12-30
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2019-12-30
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,5.2,2019-12-30
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2019-12-30
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2019-12-30
Γαλοπούλες εγχώριες,ΚΑΤΩΤΕΡΗ,5.8,2019-12-30
Γαλοπούλες εγχώριες,ΑΝΩΤΕΡΗ,6,2019-12-30
Γαλοπούλες εγχώριες,ΕΠΙΚΡΑΤΟΥΣΑ,5.9,2019-12-30
Γαλοπούλες εξωτερικού,ΚΑΤΩΤΕΡΗ,4,2019-12-30
Γαλοπούλες εξωτερικού,ΑΝΩΤΕΡΗ,4.3,2019-12-30
Γαλοπούλες εξωτερικού,ΕΠΙΚΡΑΤΟΥΣΑ,4,2019-12-30
Χοιρίδια εγχώρια,ΚΑΤΩΤΕΡΗ,7.5,2019-12-30
Χοιρίδια εγχώρια,ΑΝΩΤΕΡΗ,8,2019-12-30
Χοιρίδια εγχώρια,ΕΠΙΚΡΑΤΟΥΣΑ,7.8,2019-12-30
Αρνιά,ΚΑΤΩΤΕΡΗ,6.8,2019-12-31
Αρνιά,ΑΝΩΤΕΡΗ,7.2,2019-12-31
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,7,2019-12-31
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,6,2019-12-31
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,6.5,2019-12-31
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,6.4,2019-12-31
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.5,2019-12-31
Κατσίκια,ΑΝΩΤΕΡΗ,7.8,2019-12-31
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.6,2019-12-31
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.6,2019-12-31
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,3.7,2019-12-31
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2019-12-31
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.9,2019-12-31
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2019-12-31
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.95,2019-12-31
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.2,2019-12-31
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.5,2019-12-31
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.4,2019-12-31
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.8,2019-12-31
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2019-12-31
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.9,2019-12-31
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.2,2019-12-31
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.4,2019-12-31
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.3,2019-12-31
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,5.3,2019-12-31
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2019-12-31
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2019-12-31
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,5.2,2019-12-31
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2019-12-31
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2019-12-31
Γαλοπούλες εγχώριες,ΚΑΤΩΤΕΡΗ,5.8,2019-12-31
Γαλοπούλες εγχώριες,ΑΝΩΤΕΡΗ,6,2019-12-31
Γαλοπούλες εγχώριες,ΕΠΙΚΡΑΤΟΥΣΑ,5.9,2019-12-31
Γαλοπούλες εξωτερικού,ΚΑΤΩΤΕΡΗ,4,2019-12-31
Γαλοπούλες εξωτερικού,ΑΝΩΤΕΡΗ,4.3,2019-12-31
Γαλοπούλες εξωτερικού,ΕΠΙΚΡΑΤΟΥΣΑ,4,2019-12-31
Χοιρίδια εγχώρια,ΚΑΤΩΤΕΡΗ,7.5,2019-12-31
Χοιρίδια εγχώρια,ΑΝΩΤΕΡΗ,8,2019-12-31
Χοιρίδια εγχώρια,ΕΠΙΚΡΑΤΟΥΣΑ,7.8,2019-12-31
Αρνιά,ΚΑΤΩΤΕΡΗ,6.5,2020-01-03
Αρνιά,ΑΝΩΤΕΡΗ,7,2020-01-03
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2020-01-03
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,6,2020-01-03
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,6.5,2020-01-03
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,6.4,2020-01-03
Κατσίκια,ΚΑΤΩΤΕΡΗ,6.8,2020-01-03
Κατσίκια,ΑΝΩΤΕΡΗ,7.2,2020-01-03
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7,2020-01-03
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.5,2020-01-03
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,3.7,2020-01-03
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2020-01-03
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.8,2020-01-03
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2020-01-03
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.85,2020-01-03
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.85,2020-01-03
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.5,2020-01-03
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.2,2020-01-03
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.75,2020-01-03
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2020-01-03
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2020-01-03
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.8,2020-01-03
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.4,2020-01-03
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.1,2020-01-03
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,5.3,2020-01-03
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2020-01-03
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2020-01-03
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,5.2,2020-01-03
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2020-01-03
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2020-01-03
Αρνιά,ΚΑΤΩΤΕΡΗ,6,2020-01-08
Αρνιά,ΑΝΩΤΕΡΗ,7,2020-01-08
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,6.4,2020-01-08
Αρνια 12-14,ΚΑΤΩΤΕΡΗ,5.8,2020-01-08
Αρνια 12-14,ΑΝΩΤΕΡΗ,6.2,2020-01-08
Αρνια 12-14,ΕΠΙΚΡΑΤΟΥΣΑ,6,2020-01-08
Κατσίκια,ΚΑΤΩΤΕΡΗ,6,2020-01-08
Κατσίκια,ΑΝΩΤΕΡΗ,7,2020-01-08
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,6.4,2020-01-08
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.5,2020-01-08
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,3.6,2020-01-08
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,3.5,2020-01-08
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.85,2020-01-08
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3,2020-01-08
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.9,2020-01-08
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.1,2020-01-08
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.5,2020-01-08
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.3,2020-01-08
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.75,2020-01-08
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.9,2020-01-08
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.85,2020-01-08
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3,2020-01-08
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.4,2020-01-08
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.2,2020-01-08
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,5.4,2020-01-08
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2020-01-08
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2020-01-08
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.8,2020-01-08
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2020-01-08
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2020-01-08
Αρνιά,ΚΑΤΩΤΕΡΗ,6,2020-01-10
Αρνιά,ΑΝΩΤΕΡΗ,6.4,2020-01-10
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,6.2,2020-01-10
Αρνια 12-14,ΚΑΤΩΤΕΡΗ,5.5,2020-01-10
Αρνια 12-14,ΑΝΩΤΕΡΗ,6,2020-01-10
Αρνια 12-14,ΕΠΙΚΡΑΤΟΥΣΑ,5.8,2020-01-10
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.5,2020-01-10
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,3.6,2020-01-10
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,3.5,2020-01-10
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.8,2020-01-10
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.9,2020-01-10
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.85,2020-01-10
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.2,2020-01-10
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.4,2020-01-10
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.3,2020-01-10
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2020-01-10
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.9,2020-01-10
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2020-01-10
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3,2020-01-10
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.3,2020-01-10
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.2,2020-01-10
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,5.4,2020-01-10
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2020-01-10
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2020-01-10
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.5,2020-01-10
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2020-01-10
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2020-01-10
